sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
10253,AL,PPS,3,3,70000,23333.33,0,0,70000,0,0,49,44,67785,1383.37,nao_eleito
10253,RS,PV,3,3,1080,360,0,0,0,1080,0,9,7,1063.05,118.12,nao_eleito
10253,SP,PTB,168,141,728337.22,4335.34,150105.5,65749.93,494681.79,17800,0,425,324,675784.7,1590.08,eleito
10254,SP,PTB,54,54,2034619.96,37678.15,631627,72134.87,1330858.09,0,0,1305,1079,1800226.09,1379.48,nao_eleito
10254,AL,PPS,20,20,164370.61,8218.53,0,20390.76,56579.85,87400,0,152,136,158028.12,1039.66,nao_eleito
10255,AP,PSDB,9,9,108520,12057.78,30520,24000,48000,6000,0,48,45,104358.39,2174.13,nao_eleito
10255,RS,PV,4,4,339.8,84.95,124.8,0,80,135,0,8,8,341.13,42.64,nao_eleito
10255,TO,PMDB,14,14,225999,16142.79,33259,200,50000,142540,0,47,46,225997.3,4808.45,nao_eleito
10256,SP,PTB,8,5,14400,1800,0,0,0,14400,0,35,33,10093.75,288.39,nao_eleito
10256,TO,PMDB,21,21,226818,10800.86,68038,13780,49000,96000,0,290,233,204411.84,704.87,eleito
10256,PA,PTC,1,1,900,900,0,0,900,0,0,1,1,900,900,nao_eleito
10257,RS,PV,1,1,188,188,188,0,0,0,0,1,1,188,188,nao_eleito
10257,AP,PSDB,4,3,3400,850,0,0,1000,2400,0,18,13,3648.38,202.69,nao_eleito
10257,TO,PMDB,11,11,89439,8130.82,48259,0,0,41180,0,58,53,89421.8,1541.76,nao_eleito
10258,PA,PTC,7,7,13470,1924.29,0,7200,3270,3000,0,14,14,13470,962.14,nao_eleito
10259,RS,PV,2,2,5080,2540,0,0,0,5080,0,24,24,5080,211.67,nao_eleito
10259,SP,PTB,6,6,1559,259.83,0,1500,59,0,0,6,2,359,59.83,nao_eleito
10259,TO,PMDB,10,10,199523.68,19952.37,33420,0,117154.68,48949,0,91,87,197770.75,2173.3,eleito
10260,SP,PTB,117,112,258159.91,2206.49,1620,23811.55,100278.36,132450,0,597,445,244304.61,409.22,nao_eleito
10260,RS,PV,2,2,308,154,188,0,0,120,0,7,7,357,51,nao_eleito
10260,RN,PDT,3,3,2350,783.33,0,2100,250,0,0,13,10,2301.38,177.03,nao_eleito
10260,SC,PL,11,10,18524.12,1684.01,2214.16,4800,0,1509.96,10000,50,43,14723.95,294.48,nao_eleito
10260,TO,PMDB,4,4,88259,22064.75,13259,0,75000,0,0,47,43,88253.45,1877.73,nao_eleito
10261,RS,PV,6,6,2565,427.5,0,0,0,2565,0,14,13,2365,168.93,nao_eleito
10261,SC,PL,11,8,25300,2300,0,1300,7000,0,17000,71,66,22460.1,316.34,nao_eleito
10261,SP,PTB,1,1,1100,1100,0,1100,0,0,0,1,1,1100,1100,nao_eleito
10261,TO,PMDB,4,4,28259.03,7064.76,13259,0.03,15000,0,0,9,9,28259.03,3139.89,nao_eleito
10262,SC,PL,53,52,142491.19,2688.51,22592.55,85380,0,27000,7518.64,962,646,124632.18,129.56,nao_eleito
10262,SP,PTB,3,3,220,73.33,0,20,200,0,0,2,2,200,100,nao_eleito
10262,TO,PMDB,6,6,21347,3557.83,11309,10038,0,0,0,6,6,21361.5,3560.25,nao_eleito
10263,SC,PL,6,5,10857.83,1809.64,790.83,0,0,67,10000,54,53,10845.56,200.84,nao_eleito
10263,RS,PV,11,10,3165,287.73,0,0,0,3165,0,24,23,3164.65,131.86,nao_eleito
10264,SC,PL,4,3,4963.19,1240.8,963.19,0,0,0,4000,13,12,4859.19,373.78,nao_eleito
10265,TO,PPS,6,6,5155,859.17,0,980,4175,0,0,6,6,5155,859.17,nao_eleito
10265,SP,PTB,8,5,2350,293.75,0,1440,0,910,0,2,2,294,147,nao_eleito
10265,SC,PL,22,22,88526.2,4023.92,19001.75,31200,17207,19117.45,2000,55,55,88963.53,1617.52,nao_eleito
10266,SP,PTB,45,42,136184.51,3026.32,2245.31,48185,24854.2,60900,0,104,77,118332.32,1137.81,nao_eleito
10266,AL,PSDB,3,3,11600,3866.67,0,0,10000,1600,0,27,24,11560.67,428.17,nao_eleito
10266,TO,PPS,10,8,730,73,0,730,0,0,0,42,17,2034.91,48.45,nao_eleito
10267,AL,PSDB,3,3,755,251.67,605,0,0,150,0,10,9,680.3,68.03,nao_eleito
10267,SP,PTB,134,130,986019.17,7358.35,16301.42,87237.5,590462.25,292018,0,431,338,850580.04,1973.5,eleito
10268,AL,PSDB,2,2,527,263.5,527,0,0,0,0,2,2,527,263.5,nao_eleito
10268,RS,PV,6,6,326.03,54.34,78,248.03,0,0,0,16,15,322.03,20.13,nao_eleito
10269,AL,PSDB,11,10,315000,28636.36,0,0,285000,30000,0,95,75,298801.02,3145.27,nao_eleito
10270,SP,PTB,17,17,20368.75,1198.16,269.75,15849,1900,2350,0,56,51,19935.05,355.98,nao_eleito
10271,TO,PFL,4,4,57175,14293.75,22175,0,35000,0,0,15,15,57174.95,3811.66,nao_eleito
10271,RS,PV,2,2,233,116.5,78,0,0,155,0,4,4,233,58.25,nao_eleito
10271,SP,PTB,16,14,295344.71,18459.04,2882.14,500,252962.57,39000,0,522,351,273798.4,524.52,nao_eleito
10272,RS,PV,8,6,7730,966.25,0,0,5000,2730,0,27,24,6892.74,255.29,nao_eleito
10272,TO,PFL,24,23,394263.74,16427.66,72783.74,26800,194680,100000,0,674,625,359284.93,533.06,eleito
10273,AM,PDT,8,8,11650,1456.25,750,2500,0,8400,0,70,67,10372.23,148.17,nao_eleito
10273,TO,PFL,22,19,378072.5,17185.11,122172.5,23000,152000,80900,0,104,92,375641.67,3611.94,nao_eleito
10273,SP,PTB,24,23,152280.16,6345.01,0,61000.16,90000,1280,0,120,111,145672.07,1213.93,nao_eleito
10274,SP,PTB,30,29,57159,1905.3,3171,7430,46558,0,0,70,60,54194.85,774.21,nao_eleito
10274,TO,PFL,17,16,279731.4,16454.79,22810.4,150,137050,119721,0,270,258,276495.68,1024.06,eleito
10275,AM,PDT,1,1,153.61,153.61,153.61,0,0,0,0,1,1,153.61,153.61,nao_eleito
10275,TO,PFL,11,11,232800.4,21163.67,119450.4,850,35000,77500,0,206,185,232742.65,1129.82,eleito
10276,TO,PFL,8,7,28484.9,3560.61,10100,0,0,18384.9,0,32,31,28463.9,889.5,nao_eleito
10276,AM,PDT,5,5,1270.08,254.02,0,0,0.08,1270,0,10,8,1264.28,126.43,nao_eleito
10276,RS,PV,3,2,950,316.67,0,0,0,950,0,4,4,920,230,nao_eleito
10277,AC,PSDB,4,4,3851.8,962.95,251.8,0,0,3600,0,4,4,3851.8,962.95,nao_eleito
10277,SP,PTB,67,64,994314.74,14840.52,361455.33,52544.41,579839,476,0,116,94,972584.81,8384.35,eleito
10277,AM,PDT,2,2,600,300,0,600,0,0,0,6,6,600.72,100.12,nao_eleito
10277,SC,PC do B,28,28,30330,1083.21,7450,20960,1020,900,0,81,57,28762.3,355.09,nao_eleito
10278,SC,PC do B,57,53,43410,761.58,0,13300,1200,27260,1650,129,126,43343.95,336,nao_eleito
10278,AC,PSDB,7,3,2712.8,387.54,1212.8,0,0,1500,0,7,3,2478.4,354.06,nao_eleito
10278,RS,PV,4,4,156.8,39.2,0,100,0,56.8,0,34,20,1063.21,31.27,nao_eleito
10278,SP,PTB,1,1,720.53,720.53,0,0,0,0,720.53,2,2,400.6,200.3,nao_eleito
10279,RS,PV,1,1,124.8,124.8,124.8,0,0,0,0,9,9,1584.8,176.09,nao_eleito
10280,SP,PTB,72,70,313289.87,4351.25,17075.37,198370,8630,89214.5,0,772,675,260001.5,336.79,nao_eleito
10280,AC,PSDB,3,2,310.4,103.47,310.4,0,0,0,0,3,2,193.2,64.4,nao_eleito
10280,CE,PSB,13,12,36305,2792.69,595,0,0,30210,5500,18,17,33007.02,1833.72,nao_eleito
10281,CE,PSB,19,12,102719.25,5406.28,0,800,7000,85044.25,9875,98,76,44630.4,455.41,nao_eleito
10281,MA,PT do B,2,2,1090,545,0,0,0,1090,0,38,17,851.5,22.41,nao_eleito
10282,AC,PSDB,6,6,50200,8366.67,0,10200,0,40000,0,140,139,49133.23,350.95,nao_eleito
10282,SP,PTB,104,100,71913.5,691.48,720.53,21500.25,16000,33692.72,0,111,72,76233.5,686.79,nao_eleito
10283,CE,PSB,192,189,157700,821.35,0,41300,7700,53200,55500,64,56,190822.97,2981.61,eleito
10283,AC,PSDB,6,6,26350,4391.67,0,0,270,26080,0,33,33,26308.9,797.24,nao_eleito
10283,PB,PC do B,19,18,3986.7,209.83,806.7,3180,0,0,0,23,23,5526.69,240.29,nao_eleito
10283,SP,PTB,4,4,1250,312.5,0,1250,0,0,0,14,13,1228.82,87.77,nao_eleito
10284,PB,PC do B,1,1,250,250,0,250,0,0,0,1,1,250,250,nao_eleito
10284,CE,PSB,9,9,9406.6,1045.18,0,0,0,3906.6,5500,20,20,9244.5,462.23,nao_eleito
10285,PB,PC do B,2,2,806.7,403.35,806.7,0,0,0,0,2,2,806.7,403.35,nao_eleito
10285,CE,PSB,6,6,9495,1582.5,945,3050,0,0,5500,12,11,9438.67,786.56,nao_eleito
10286,SP,PTB,6,6,1985.5,330.92,0,1000,750,235.5,0,6,5,1735.5,289.25,nao_eleito
10286,CE,PSB,26,26,27381,1053.12,945,19836,0,1100,5500,45,39,23593.67,524.3,nao_eleito
10287,CE,PSB,12,12,1199700,99975,0,54200,1140000,0,5500,180,133,1191233.05,6617.96,eleito
10287,SC,PTC,3,3,2700,900,0,0,200,2500,0,12,11,2685.09,223.76,nao_eleito
10287,SP,PTB,8,8,2025.58,253.2,0,823,0,1202.58,0,43,38,3974.76,92.44,nao_eleito
10288,SP,PTB,134,130,292621.96,2183.75,17500.74,173250,101871.22,0,0,245,162,210292.76,858.34,eleito
10289,CE,PSB,1,1,5500,5500,0,0,0,0,5500,23,22,4406.4,191.58,nao_eleito
10289,SC,PTC,5,5,2310.94,462.19,0,0,0,2310.94,0,35,24,2234.74,63.85,nao_eleito
10289,SP,PTB,25,15,20480.53,819.22,0,19760,0,0,720.53,28,12,8416.22,300.58,nao_eleito
10289,MS,PSOL,2,2,1620,810,1620,0,0,0,0,2,2,1620,810,nao_eleito
10289,PI,PSDC,1,1,24.09,24.09,0,0,0,24.09,0,1,1,24.09,24.09,nao_eleito
10290,CE,PSB,26,26,16769,644.96,945,10324,0,0,5500,44,25,12032.08,273.46,nao_eleito
10290,SP,PTB,97,96,144339.43,1488.04,12089.52,42390,7659.91,82200,0,140,85,119554.79,853.96,nao_eleito
10291,SP,PTB,3,3,210,70,0,159,0,51,0,6,5,195,32.5,nao_eleito
10291,PI,PSDC,1,1,24.09,24.09,0,0,0,24.09,0,1,1,24.09,24.09,nao_eleito
10291,AP,PMDB,11,11,24600,2236.36,10000,14600,0,0,0,26,26,24599.64,946.14,nao_eleito
10292,AP,PMDB,32,27,251502.05,7859.44,116800,49656.05,76700,8346,0,85,52,218790.52,2574.01,eleito
10292,PR,PHS,2,2,1920,960,0,1920,0,0,0,2,2,1920,960,nao_eleito
10292,PI,PSDC,2,2,16.06,8.03,0,0,0,16.06,0,2,2,16.06,8.03,nao_eleito
10293,AP,PMDB,20,20,138500,6925,75300,25500,20000,17700,0,37,30,106887.24,2888.84,nao_eleito
10293,PR,PHS,22,22,73156.38,3325.29,1600,21370,46134.84,4051.54,0,111,107,72136.81,649.88,nao_eleito
10294,AP,PMDB,15,12,184800,12320,21800,0,9000,154000,0,63,60,179887.5,2855.36,nao_eleito
10296,SP,PTB,51,47,225165.13,4415,16345.13,98200,26020,84600,0,104,72,162946.7,1566.8,nao_eleito
10296,AP,PMDB,10,10,111700,11170,6800,0,94900,10000,0,36,34,111073.82,3085.38,nao_eleito
10297,AP,PMDB,4,3,12400,3100,12400,0,0,0,0,20,19,12313.55,615.68,nao_eleito
10298,AP,PMDB,4,3,42440,10610,40000,2440,0,0,0,22,18,42386.88,1926.68,nao_eleito
10299,SP,PTB,1,1,1000,1000,0,1000,0,0,0,6,6,740,123.33,nao_eleito
10300,BA,PRP,2,2,670,335,0,670,0,0,0,2,2,670,335,nao_eleito
10300,AP,PMDB,20,20,325055.59,16252.78,10000,27795.59,237100,50160,0,63,61,321954.37,5110.39,eleito
10301,BA,PRP,7,7,1628,232.57,0,620,0,1008,0,7,7,1628,232.57,nao_eleito
10302,BA,PRP,1,1,1500,1500,0,1500,0,0,0,1,1,1500,1500,nao_eleito
10304,PR,PL,28,25,437001.5,15607.2,1125.5,46876,234500,154500,0,641,507,400981.24,625.56,eleito
10304,BA,PRP,2,2,255,127.5,0,0,0,255,0,2,2,530,265,nao_eleito
10305,PE,PMDB,1,1,1000,1000,0,0,0,0,1000,2,2,1000,500,nao_eleito
10305,PR,PL,2,2,1600,800,1600,0,0,0,0,2,2,1600,800,nao_eleito
10306,PE,PMDB,132,129,890686,6747.62,0,6000,339500,17200,527986,177,168,951514.88,5375.79,eleito
10306,PR,PL,35,31,20256,578.74,0,16486,2300,1470,0,42,36,16534,393.67,nao_eleito
10307,PR,PL,3,3,1720,573.33,1600,120,0,0,0,3,3,1720,573.33,nao_eleito
10307,BA,PRP,6,4,6800.3,1133.38,0,0,0,6800.3,0,33,28,5083.3,154.04,nao_eleito
10308,AL,PL,4,4,20600,5150,0,0,0,20600,0,47,47,20600,438.3,nao_eleito
10308,PR,PL,13,12,256227,19709.77,1600,24627,111000,119000,0,367,332,244768.72,666.94,eleito
10309,PE,PMDB,3,3,3275,1091.67,0,0,3000,275,0,15,14,2766.7,184.45,nao_eleito
10309,AL,PL,5,3,6657.47,1331.49,0,648,0,6009.47,0,19,19,6657.44,350.39,nao_eleito
10310,AL,PL,2,2,9000,4500,0,0,5000,4000,0,9,9,9000,1000,nao_eleito
10310,PE,PMDB,49,34,610514.4,12459.48,0,214000,355514.4,41000,0,186,159,547444.69,2943.25,eleito
10310,SC,PTB,4,4,3475,868.75,3405,0,0,70,0,4,4,3475,868.75,nao_eleito
10311,CE,PT,82,81,110779.4,1350.97,0,63590,46189.4,1000,0,104,93,145779.96,1401.73,eleito
10311,SC,PTB,21,20,82885,3946.9,3405,44750,0,34730,0,237,169,76488.3,322.74,nao_eleito
10311,PR,PL,7,6,93962.72,13423.25,0,1150,300,92512.72,0,61,57,87561.77,1435.44,nao_eleito
10311,PE,PMDB,220,211,880598,4002.72,0,65650,307000,20000,487948,432,349,928870.2,2150.16,eleito
10312,AC,PFL,5,3,351.6,70.32,351.6,0,0,0,0,5,2,175.8,35.16,nao_eleito
10312,PR,PL,12,12,58000,4833.33,0,35000,20500,2500,0,31,31,58010.58,1871.31,nao_eleito
10312,CE,PT,16,13,20960,1310,0,8100,3360,9500,0,49,45,19724.14,402.53,nao_eleito
10313,PR,PL,12,10,8961.04,746.75,0,0,1010,7951.04,0,38,36,10460.74,275.28,nao_eleito
10313,CE,PT,75,66,28791.24,383.88,61.25,20830,0,7539.99,360,92,78,28274.02,307.33,nao_eleito
10313,RN,PPS,6,6,633,105.5,0,385,0,248,0,4,4,485,121.25,nao_eleito
10313,SC,PTB,8,8,11809.14,1476.14,3405,2500,0,5904.14,0,16,15,11797.14,737.32,nao_eleito
10314,PE,PPS,116,95,350628.73,3022.66,223156.73,54472,70000,3000,0,559,253,308215.87,551.37,nao_eleito
10314,SC,PTB,5,5,9905,1981,3405,6500,0,0,0,17,17,9905,582.65,nao_eleito
10314,PR,PL,2,2,1600,800,1600,0,0,0,0,2,2,1600,800,nao_eleito
10314,CE,PT,105,99,459399,4375.23,0,151250,255999,52150,0,670,639,444035.41,662.74,eleito
10315,RO,PP,11,11,185886.96,16898.81,1786.96,1100,20000,163000,0,87,78,180981.01,2080.24,nao_eleito
10315,CE,PT,25,22,505609.64,20224.39,0,3800,428480,73329.64,0,164,156,497984.93,3036.49,eleito
10315,SC,PTB,5,5,13505,2701,3405,100,10000,0,0,28,26,12486.04,445.93,nao_eleito
10315,PR,PL,4,4,1790,447.5,1600,0,0,190,0,4,4,1790,447.5,nao_eleito
10316,AC,PFL,6,4,417.9,69.65,417.9,0,0,0,0,6,4,300.7,50.12,nao_eleito
10316,CE,PT,36,36,208350,5787.5,0,81350,29000,98000,0,99,74,188139.04,1900.39,eleito
10316,PE,PPS,51,46,1162113.32,22786.54,112500,93100,956513.32,0,0,303,271,959448.45,3166.5,eleito
10316,MA,PRB,10,10,11124,1112.4,0,11124,0,0,0,9,8,9874,1097.11,nao_eleito
10317,RO,PMDB,30,29,52449.98,1748.33,0,38199.98,300,13950,0,38,30,31049.98,817.1,nao_eleito
10317,CE,PT,4,3,2325,581.25,0,2325,0,0,0,15,14,6030.31,402.02,nao_eleito
10318,RO,PMN,6,4,10290,1715,0,1450,0,8840,0,15,15,10296.67,686.44,nao_eleito
10318,CE,PT,150,143,79550,530.33,0,63190,10360,6000,0,96,82,81788.42,851.96,nao_eleito
10318,PE,PFL,5,4,25745,5149,0,495,3750,1500,20000,10,10,25615,2561.5,nao_eleito
10319,PE,PFL,296,281,356510.56,1204.43,0,55950,110560.56,0,190000,160,141,441394.14,2758.71,eleito
10319,MA,PT,1,1,400,400,400,0,0,0,0,3,3,399.41,133.14,nao_eleito
10319,RO,PSDB,6,6,11920.48,1986.75,2120.48,0,0,9800,0,20,19,10626.19,531.31,nao_eleito
10320,MA,PT,65,65,88100,1355.38,3000,64250,17850,3000,0,97,84,78006.75,804.19,nao_eleito
10320,AM,PRONA,6,6,89500,14916.67,0,20000,69500,0,0,93,85,88740.22,954.2,nao_eleito
10320,RO,PSDB,8,8,24100,3012.5,0,8500,1600,14000,0,28,26,21884.92,781.6,nao_eleito
10320,PE,PFL,4,4,9143.69,2285.92,0,5000,2500,1643.69,0,19,18,8018.23,422.01,nao_eleito
10321,MA,PT,36,35,111009.98,3083.61,0,29029.98,2000,79980,0,57,48,106153.82,1862.35,eleito
10321,PE,PFL,22,18,237593.4,10799.7,0,26000,168793.4,42800,0,64,62,222260.26,3472.82,nao_eleito
10322,MA,PT,1,1,520,520,0,0,0,520,0,6,6,520,86.67,nao_eleito
10323,MA,PT,2,2,1250,625,0,0,600,650,0,25,15,816.23,32.65,nao_eleito
10323,AM,PSB,7,7,11011.5,1573.07,11011.5,0,0,0,0,7,7,11011.5,1573.07,nao_eleito
10324,AP,PDT,6,6,9952.4,1658.73,9952.4,0,0,0,0,6,6,9952.4,1658.73,nao_eleito
10324,PI,PFL,3,3,255.46,85.15,0,0,0,255.46,0,6,5,145.4,24.23,nao_eleito
10324,PE,PFL,22,21,290032.4,13183.29,0,33000,165320,21800,69912.4,72,69,266862.4,3706.42,nao_eleito
10324,AM,PSB,4,4,4999,1249.75,4999,0,0,0,0,4,4,4999,1249.75,nao_eleito
10325,PE,PFL,10,10,131722.5,13172.25,0,5542.5,26180,0,100000,24,24,131689.57,5487.07,nao_eleito
10325,AM,PSB,26,25,539597.75,20753.76,343744.09,7000,186853.66,0,2000,41,38,513950.77,12535.38,eleito
10326,PE,PFL,14,13,136925,9780.36,0,3000,0,3925,130000,94,49,133890.71,1424.37,nao_eleito
10326,PB,PMN,1,1,613.14,613.14,0,0,0,613.14,0,1,1,613.14,613.14,nao_eleito
10326,TO,PDT,5,5,4414,882.8,4164,0,0,250,0,20,20,4412.56,220.63,nao_eleito
10326,AM,PSB,12,12,55014.36,4584.53,40075.65,1.57,0,4937.14,10000,31,29,57454.45,1853.37,nao_eleito
10327,PA,PSOL,1,1,82,82,0,0,0,82,0,1,1,82,82,nao_eleito
10327,RJ,PP,5,5,7400,1480,450,0,0,6950,0,9,9,7400,822.22,nao_eleito
10327,PE,PFL,19,18,586311.85,30858.52,0,0,270121.45,7000,309190.4,158,129,531953.1,3366.79,nao_eleito
10328,PA,PSOL,46,43,44888.36,975.83,0,25188.36,0,19700,0,85,76,42703.36,502.39,nao_eleito
10328,TO,PDT,7,7,22630.57,3232.94,718,0,6602,15310.57,0,45,45,22629.81,502.88,nao_eleito
10328,PE,PFL,14,12,527220,37658.57,0,52720,472000,2500,0,90,85,478097.48,5312.19,eleito
10328,RJ,PP,5,5,18600,3720,15600,2000,1000,0,0,33,29,17594.34,533.16,nao_eleito
10329,TO,PDT,6,6,6734,1122.33,5264,1350,0,120,0,13,13,6732.83,517.91,nao_eleito
10329,RJ,PP,37,27,1173714.6,31722.02,71810,0,1101904.6,0,0,128,109,860624.15,6723.63,nao_eleito
10329,PE,PFL,27,27,510916.5,18922.83,0,69500,199502.75,72001.35,169912.4,267,243,493519.91,1848.39,eleito
10329,PA,PSOL,4,4,11000,2750,0,9000,2000,0,0,6,6,12444.52,2074.09,nao_eleito
10330,TO,PDT,4,4,6764,1691,6764,0,0,0,0,11,11,6763.77,614.89,nao_eleito
10330,SC,PSB,27,27,10406.95,385.44,3550,6051.95,300,505,0,29,8,4402.9,151.82,nao_eleito
10330,PE,PFL,2,2,7600,3800,0,0,0,0,7600,2,2,7600,3800,nao_eleito
10330,MA,PSB,1,1,2000,2000,0,0,0,0,2000,1,1,2000,2000,nao_eleito
10330,PI,PT do B,4,4,15100,3775,0,14000,1100,0,0,4,4,15100,3775,nao_eleito
10331,PE,PSDB,1,1,3000,3000,0,0,0,3000,0,6,6,2997.81,499.63,nao_eleito
10331,MA,PSB,2,2,28000,14000,0,3000,0,25000,0,10,10,28000,2800,nao_eleito
10331,RJ,PP,4,4,1098.92,274.73,150,0,420,528.92,0,5,4,948.92,189.78,nao_eleito
10332,RJ,PP,17,13,10615,624.41,300,10000,0,315,0,74,63,10595,143.18,nao_eleito
10332,MA,PSB,26,26,130350,5013.46,0,55150,0,28200,47000,40,32,98615.92,2465.4,nao_eleito
10333,SC,PSB,6,4,5020,836.67,2830,0,0,0,2190,6,3,2830,471.67,nao_eleito
10333,PE,PSDB,24,23,769676.83,32069.87,93575,0,650110.03,25991.8,0,143,137,765087.91,5350.27,eleito
10333,RJ,PP,2,2,20000,10000,0,10000,0,10000,0,20,18,19980.73,999.04,eleito
10333,MA,PSB,20,20,359520,17976,0,52400,207120,100000,0,24,24,359131.94,14963.83,eleito
10334,MA,PSB,10,4,3900,390,0,0,0,1900,2000,23,21,3689.43,160.41,nao_eleito
10334,SC,PSB,19,16,164524,8659.16,3550,0,160774,200,0,171,160,147801.9,864.34,nao_eleito
10334,RJ,PP,30,28,271650,9055,49350,40300,175000,7000,0,70,67,268549.99,3836.43,eleito
10335,PE,PSDB,14,14,405067.17,28933.37,187125,0,217500,442.17,0,92,88,404050.84,4391.86,eleito
10335,RJ,PP,7,7,10450,1492.86,9450,0,0,1000,0,7,7,10450,1492.86,nao_eleito
10335,MA,PSB,15,14,151409.51,10093.97,0,13600,98000,22814.01,16995.5,87,76,111626.76,1283.07,eleito
10335,SC,PSB,15,15,21500,1433.33,3550,17950,0,0,0,44,40,21492.84,488.47,nao_eleito
10336,RJ,PP,4,4,5578,1394.5,4600,0,0,603,375,4,4,5578,1394.5,nao_eleito
10336,MA,PSB,16,14,170092.31,10630.77,0,33100,500,69007.31,67485,100,59,155397.59,1553.98,nao_eleito
10337,PI,PP,113,88,732491.52,6482.23,0,115620,500020.19,17351.33,99500,345,244,658539.82,1908.81,eleito
10337,RJ,PP,3,2,1500,500,0,0,1500,0,0,3,2,900,300,nao_eleito
10337,MA,PSB,3,3,12010.5,4003.5,0,8000,0,15,3995.5,10,10,12010.5,1201.05,nao_eleito
10337,MG,PSTU,20,20,20455,1022.75,0,20455,0,0,0,23,18,14047.98,610.78,nao_eleito
10338,TO,PAN,1,1,326,326,326,0,0,0,0,1,1,326,326,nao_eleito
10338,MG,PSTU,3,3,920,306.67,0,920,0,0,0,6,6,901.96,150.33,nao_eleito
10338,MA,PSB,7,7,9270,1324.29,0,750,500,50,7970,33,32,9268.86,280.87,nao_eleito
10338,RJ,PP,11,8,48700,4427.27,35900,2500,0,10300,0,44,39,40083.81,911,nao_eleito
10339,RJ,PP,4,3,2800,700,2800,0,0,0,0,4,2,1400,350,nao_eleito
10339,MA,PC do B,116,63,566627.74,4884.72,566627.74,0,0,0,0,116,63,404147.74,3484.03,eleito
10339,MT,PSB,32,31,115271.05,3602.22,21359.1,28950,17255,47706.95,0,43,35,110471.05,2569.09,eleito
10340,AL,PRONA,1,1,700,700,0,0,0,700,0,4,4,700,175,nao_eleito
10341,RJ,PP,1,1,300,300,0,0,0,0,300,1,1,300,300,nao_eleito
10341,PR,PC do B,5,4,63000,12600,0,20000,3000,40000,0,26,23,41790.88,1607.34,nao_eleito
10342,AM,PT,44,44,109565.86,2490.13,10107.75,33937,54066.4,11454.71,0,143,119,108427.92,758.24,eleito
10342,RN,PSOL,3,2,2600,866.67,0,0,0,2600,0,20,20,2209.64,110.48,nao_eleito
10343,AM,PT,10,8,15310.75,1531.08,2610.75,2700,10000,0,0,19,18,15307.25,805.64,nao_eleito
10343,RJ,PP,21,16,44040.15,2097.15,600,10890.15,3000,29000,550,66,56,31064.71,470.68,nao_eleito
10344,CE,PMDB,17,17,500970.53,29468.85,0,86257.53,262000,152713,0,205,204,498139.68,2429.95,eleito
10344,BA,PT do B,34,34,20445.71,601.34,0,10890.77,8127.7,1427.24,0,39,33,18795.71,481.94,nao_eleito
10344,MG,PSOL,4,4,2042.6,510.65,0,2042.6,0,0,0,6,6,1982.76,330.46,nao_eleito
10344,AM,PT,1,1,1140.75,1140.75,1140.75,0,0,0,0,1,1,1140.75,1140.75,nao_eleito
10344,RR,PSOL,2,2,1200,600,0,0,0,1200,0,4,4,850,212.5,nao_eleito
10344,RJ,PP,16,14,19252.36,1203.27,2800,9000,3000,4452.36,0,33,29,17446.36,528.68,nao_eleito
10345,RJ,PP,30,28,113770.79,3792.36,600,53170.79,59000,1000,0,62,53,103561.82,1670.35,nao_eleito
10345,CE,PMDB,3,3,4750,1583.33,0,0,0,4750,0,10,9,4550.97,455.1,nao_eleito
10345,MG,PSOL,3,3,3850,1283.33,0,0,0,3850,0,3,3,3850,1283.33,nao_eleito
10345,AM,PT,1,1,1140.75,1140.75,1140.75,0,0,0,0,1,1,1140.75,1140.75,nao_eleito
10346,CE,PMDB,7,7,22000,3142.86,0,12000,0,10000,0,22,22,22000,1000,nao_eleito
10347,MG,PSOL,7,7,2647,378.14,0,782,0,1865,0,8,8,2647,330.88,nao_eleito
10347,CE,PMDB,6,6,340000,56666.67,0,0,340000,0,0,43,41,332000,7720.93,eleito
10347,PB,PCO,3,3,763,254.33,0,0,0,763,0,10,9,748,74.8,nao_eleito
10348,CE,PMDB,5,4,23850,4770,0,0,0,23850,0,7,7,23094.8,3299.26,nao_eleito
10348,BA,PT do B,3,3,4490,1496.67,0,0,1300,3190,0,8,8,4490,561.25,nao_eleito
10348,RR,PSOL,4,4,350,87.5,0,100,0,250,0,3,2,151.32,50.44,nao_eleito
10348,MG,PSOL,2,2,600,300,0,0,0,600,0,4,4,600,150,nao_eleito
10348,PI,PMDB,38,29,114180,3004.74,0,11200,0,102980,0,129,101,96600.66,748.84,nao_eleito
10349,PI,PMDB,10,8,7123.9,712.39,0,6000,0,1123.9,0,30,17,6731.45,224.38,nao_eleito
10349,CE,PMDB,46,43,104610,2274.13,61960,41600,0,1050,0,120,87,94881.95,790.68,eleito
10350,CE,PMDB,16,15,989293.3,61830.83,0,21000,968293.3,0,0,158,143,877093.3,5551.22,eleito
10350,MG,PSOL,1,1,110,110,0,110,0,0,0,2,2,105.59,52.8,nao_eleito
10350,PI,PMDB,35,26,280655.6,8018.73,0,68500,54400,157755.6,0,119,100,250371.38,2103.96,eleito
